File ID,Category,Original Description,Subcategory
M006957,Idle,a man walks hesitantly from the left then to the right in a side shuffle.,walking and turning around
014362,Idle,this person stands still and raises both hands above his head.,standing and gesturing
014342,Idle,stick man does fighting movements kicks in the air punches the air and stops,fighting and gesturing
014341,Idle,a person repeatedly jumps up and down.,jumping
014330,Idle,a person walks several steps backwards.,walking backwards
014327,Idle,"a person standing, makes small hops, shaking his hands by his side.",making small hops and gesturing
014324,Idle,a person steps to the left then crouches down and gets back up,"stepping, crouching, standing"
014317,Idle,a person takes one giant jump to the right.,jumping
M014317,Idle,a person takes one giant jump to the left.,jumping
014316,Idle,"a person walks forward a couple steps, turns to the right 90 degrees and walks forward, turns to the right 90 degrees and walks forward, turns to the right 90 degrees and walks forward before stopping.",walking and turning around
M014316,Idle,"a person walks forward a couple steps, turns to the left 90 degrees and walks forward, turns to the left 90 degrees and walks forward, turns to the left 90 degrees and walks forward before stopping.",walking and turning around
014315,Idle,person stands forward still then moves back,standing and moving back
M014315,Idle,person stands forward still then moves back,standing and moving back
014305,Idle,"man runs left from the middle, then all the way right, then back left and stops at the middle",running and turning around
M014305,Idle,"man runs right from the middle, then all the way left, then back right and stops at the middle",running and turning around
014294,Idle,"person does light bouncy jump, skips forward with left leg swinging forward",light bouncy jump and skipping
M014294,Idle,"person does light bouncy jump, skips forward with right leg swinging forward",light bouncy jump and skipping
014291,Idle,a person pushes something away and then twists around.,gesturing and turning around
M014291,Idle,a person pushes something away and then twists around.,gesturing and turning around
014289,Idle,the man is walking straight backwards,walking backwards
M014289,Idle,the man is walking straight backwards,walking backwards
014287,Idle,a person holding their hands together stands still.,standing
M014287,Idle,a person holding their hands together stands still.,standing
014285,Idle,the person was walking so he could sneak up on someone.,walking
M014285,Idle,the person was walking so he could sneak up on someone.,walking
014280,Idle,jumping up and down in place.,jumping
M014280,Idle,jumping up and down in place.,jumping
014279,Idle,stay stand on the place and run.,irrelevant
M014279,Idle,stay stand on the place and run.,irrelevant
014269,Idle,man lifts right hand and waves for awhile and puts hand back down at his side.,gesturing
M014269,Idle,man lifts left hand and waves for awhile and puts hand back down at his side.,gesturing
014268,Idle,a person waves with their right hand,gesturing
M014268,Idle,a person waves with their left hand,gesturing
014261,Idle,"a person grabs his left wrist with his right hand, rests his arms, then lifts them slightly again and returns them to a relaxed position.",gesturing
M014261,Idle,"a person grabs his right wrist with his left hand, rests his arms, then lifts them slightly again and returns them to a relaxed position.",gesturing
014258,Idle,"a person hops a few times, then throws a left hook, and then continues to make fighting motions.",jumping and gesturing
M014258,Idle,"a person hops a few times, then throws a right hook, and then continues to make fighting motions.",hopping and gesturing
014257,Idle,a person kicks their left leg around in front of them while balancing on their right leg.,gesturing
M014257,Idle,a person kicks their right leg around in front of them while balancing on their left leg.,gesturing
014253,Idle,"with his left foot behind him, a person bends his left leg at the knee and moves his body in that direction as if warming up for a sporting event.",warming up
M014253,Idle,"with his right foot behind him, a person bends his right leg at the knee and moves his body in that direction as if warming up for a sporting event.",warming up
014248,Idle,a figure walks backward slowly,walking and turning around
M014248,Idle,a figure walks backward slowly,walking and turning around
014247,Idle,"a person raises his right arm in front of himself, swings it over to the side, then lowers it.",gesturing
M014247,Idle,"a person raises his left arm in front of himself, swings it over to the side, then lowers it.",gesturing
014244,Idle,someone scrolls from right to left and then stands,scrolling and standing
M014244,Idle,someone scrolls from left to right and then stands,scrolling and standing
014225,Idle,"a person slides to their right and appears to step over something, then begins jumping up and down and swinging their arms slightly as if they are jump roping.",jumping and gesturing
M014225,Idle,"a person slides to their left and appears to step over something, then begins jumping up and down and swinging their arms slightly as if they are jump roping.",jumping and gesturing
014223,Idle,the person was twirling around.,twirling around
M014223,Idle,the person was twirling around.,gesturing
014220,Idle,"a person balances on their left leg while kicking their right foot out, then rotates their neck, and finally performs a squat.",gesturing and squatting
M014220,Idle,"a person balances on their right leg while kicking their left foot out, then rotates their neck, and finally performs a squat.",standing and gesturing
014217,Idle,the man jumps twice i think,jumping
M014217,Idle,the man jumps twice i think,jumping
014216,Idle,a person paces frustratingly to their right then left.,walking and turning around
M014216,Idle,a person paces frustratingly to their left then right.,walking and turning around
014214,Idle,the man is moving his left arm,gesturing
M014214,Idle,the man is moving his right arm,gesturing
014210,Idle,shaking hand side to side.,gesturing
M014210,Idle,shaking hand side to side.,gesturing
014178,Idle,a person leans forward while reaching to the left then the right.,gesturing
M014178,Idle,a person leans forward while reaching to the right then the left.,gesturing
014171,Idle,a walking man bumps something with his right leg then turns and walks in another direction.,walking and turning around
M014171,Idle,a walking man bumps something with his left leg then turns and walks in another direction.,walking and turning around
014155,Idle,a person punches left and puts their arms down.,gesturing
M014155,Idle,a person punches right and puts their arms down.,gesturing
014154,Idle,"a person brings his arms out to his sides, then jumps, spinning around to face the opposite direction.",gesturing and jumping and turning around
M014154,Idle,"a person brings his arms out to his sides, then jumps, spinning around to face the opposite direction.",gesturing and jumping and turning around
014148,Idle,a man reaches his right arm in front of him before putting it down.,gesturing
M014148,Idle,a man reaches his left arm in front of him before putting it down.,gesturing
014147,Idle,"a person turns around, running diagonally, then walks back.",running and gesturing and walking and turning around
014135,Idle,a person spins in mid air.,falling
M014135,Idle,a person spins in mid air.,falling
014124,Idle,"a person walks and picks something up, then walks back to the starting position and cleans an object.",walking and gesturing
M014124,Idle,"a person walks and picks something up, then walks back to the starting position and cleans an object.",walking and gesturing
014118,Idle,the person is jumping up and down.,jumping
M014118,Idle,the person is jumping up and down.,jumping
014117,Idle,the person is kicking with his right leg.,kicking
M014117,Idle,the person is kicking with his left leg.,kicking
014116,Idle,a man hops repeatedly on his left leg.,hopping
M014116,Idle,a man hops repeatedly on his right leg.,hopping
014114,Idle,the person is fluttering his arms and kicking is like in a dance pose.,gesturing
M014114,Idle,the person is fluttering his arms and kicking is like in a dance pose.,gesturing
014112,Idle,the person is pouring out of a bottle.,irrelevant
M014112,Idle,the person is pouring out of a bottle.,irrelevant
014110,Idle,a person lifts their arms from their sides in a semi-circle motion and ends with the forearms facing up.,gesturing
M014110,Idle,a person lifts their arms from their sides in a semi-circle motion and ends with the forearms facing up.,gesturing
014107,Idle,the man starts with his arms crossed and then gestures to both elbows.,gesturing
M014107,Idle,the man starts with his arms crossed and then gestures to both elbows.,gesturing
014104,Idle,a person is kicking their right leg into the air,kicking
M014104,Idle,a person is kicking their left leg into the air,kicking
014101,Idle,a person stands upright then leans back to the right and extends both arms forward diagonally.,standing and gesturing
M014101,Idle,a person stands upleft then leans back to the left and extends both arms forward diagonally.,standing and gesturing
014097,Idle,a person is doing a dance,dancing
M014097,Idle,a person is doing a dance,dancing
014077,Idle,a person walks in a clockwise circle.,walking and turning around
M014077,Idle,a person walks in a counterclockwise circle.,walking and turning around
014071,Idle,the person is bouncing to do boxing.,jumping and gesturing
M014071,Idle,the person is bouncing to do boxing.,jumping and gesturing
014070,Idle,"a person walks backwards, then forwards and while going forward they are pushed towards the left and crouch.",walking and turning around and crouching
M014070,Idle,"a person walks backwards, then forwards and while going forward they are pushed towards the right and crouch.",walking and turning around and crouching
014057,Idle,a person dances while keeping his feet on the ground then steps forward.,dancing and stepping forward
M014057,Idle,a person dances while keeping his feet on the ground then steps forward.,dancing and stepping forward
014055,Idle,a person is walking backwards at a leftward angle and is constantly checking their surroundings to make sure they do not hit something.,walking and turning around and gesturing
M014055,Idle,a person is walking backwards at a rightward angle and is constantly checking their surroundings to make sure they do not hit something.,walking and turning around and gesturing
014049,Idle,person stretches both arms up and then put arms down.,gesturing
014046,Idle,a person turns around and walks forward picking things up from the ground then turns around at their destination.,walking and turning around
014035,Idle,a person walks to his left.,walking to the left
M014035,Idle,a person walks to his right.,walking
014024,Idle,"a person raises both arms waist-high, grabbing the right forearm with the left hand briefly, then returns to rest.",gesturing
M014024,Idle,"a person raises both arms waist-high, grabbing the left forearm with the right hand briefly, then returns to rest.",gesturing
014022,Idle,walking forward then placing hand over heart.,gesturing and walking
M014022,Idle,walking forward then placing hand over heart.,walking and gesturing
014020,Idle,"a person is standing up straight, with their arms stretched out. they then bring both hands toward their face simultainiously.",standing and gesturing
M014020,Idle,"a person is standing up straight, with their arms stretched out. they then bring both hands toward their face simultainiously.",standing and gesturing
014016,Idle,a person squats down and picks something up from the ground with their right hand. they then stand back up.,"squatting and picking up, standing"
M014016,Idle,a person squats down and picks something up from the ground with their left hand. they then stand back up.,"squatting and picking up, standing"
014014,Idle,person is waving to an audience,gesturing
014011,Idle,walking forward with hands covering face.,gesturing while walking
M014011,Idle,walking forward with hands covering face.,walking and gesturing
014002,Idle,"a person swings their left arm in a circle forward, then swings it backwards in a circle.",gesturing
M014002,Idle,"a person swings their right arm in a circle forward, then swings it backwards in a circle.",gesturing and turning around
013995,Idle,a person was kicking wiht right and left hand,gesturing
M013995,Idle,a person was kicking wiht left and right hand,gesturing
013978,Idle,a person walks in a clockwise circle while holding something over their right shoulder.,walking and gesturing
M013978,Idle,a person walks in a counterclockwise circle while holding something over their left shoulder.,walking and gesturing
013947,Idle,man reach down lift up with hands and turn body to the left with left hand reaching out min forward motion.,gesturing and turning
M013947,Idle,man reach down lift up with hands and turn body to the right with right hand reaching out min forward motion.,gesturing and turning
013937,Idle,"a person jumps up and turns to the left, landing facing towards the right of the screen.",jumping and turning around
M013937,Idle,"a person jumps up and turns to the right, landing facing towards the left of the screen.",jumping and turning around
013934,Idle,a person jumps up  and then stands on both feet.,jumping and standing
M013934,Idle,a person jumps up  and then stands on both feet.,standing
013933,Idle,a person is walking and then injures their leg,walking and falling
M013933,Idle,a person is walking and then injures their leg,walking and falling
013926,Idle,the person puts the groceries on the shelf,irrelevant
M013926,Idle,the person puts the groceries on the shelf,irrelevant
013924,Idle,"a person walks in a counter clockwise half circle, then turns around and continues walking in a clockwise half circle.",walking and turning around
M013924,Idle,"a person walks in a counter counterclockwise half circle, then turns around and continues walking in a counterclockwise half circle.",walking and turning around
013919,Idle,"a person standing still, waves with its right hand",standing and gesturing
M013919,Idle,"a person standing still, waves with its left hand",standing and gesturing
013911,Idle,a man reaches his right hand out to his right the times before returning it to in front of him.,gesturing
M013911,Idle,a man reaches his left hand out to his left the times before returning it to in front of him.,gesturing
013906,Idle,the person is walking around thinking about something.,walking and thinking
M013906,Idle,the person is walking around thinking about something.,walking and thinking
013904,Idle,"a man stands on the ground,moves his hands by crossing  them and then steps backwards and raises up both hands.","standing and gesturing, stepping back and raising hands"
M013904,Idle,"a man stands on the ground,moves his hands by crossing  them and then steps backwards and raises up both hands.",standing and gesturing
013896,Idle,the person walked backwards turn around and then walk backwards the other direction.,walking and turning around
M013896,Idle,the person walked backwards turn around and then walk backwards the other direction.,walking and turning around
013877,Idle,a man stretches his arms out in front of him and then flaps his arms at his side like a bird.,gesturing and jumping
M013877,Idle,a man stretches his arms out in front of him and then flaps his arms at his side like a bird.,gesturing
013868,Idle,person walks forward pick something up then walks back and stoops down then stands up.,"walking and picking up, stooping down, standing"
M013868,Idle,person walks forward pick something up then walks back and stoops down then stands up.,"walking and picking up, stooping down, standing up"
013854,Idle,a person who is standing with his hands by his sides moves four steps backwards starting with his left foot and comes to a stop.,standing and turning around
M013854,Idle,a person who is standing with his hands by his sides moves four steps backwards starting with his right foot and comes to a stop.,standing and turning around
013848,Idle,he did two jumping jacks.,jumping
M013848,Idle,he did two jumping jacks.,jumping and gesturing
013836,Idle,person is standing up while praying,standing
M013836,Idle,person is standing up while praying,standing
013832,Idle,a man jumps low then jumps high then waves his arms in an arc around his body.,jumping and gesturing
M013832,Idle,a man jumps low then jumps high then waves his arms in an arc around his body.,jumping and gesturing
013800,Idle,"a person who is standing with his hands by his sides raises his right hand and waves, then returns his hand to his side.",gesturing
M013800,Idle,"a person who is standing with his hands by his sides raises his left hand and waves, then returns his hand to his side.",gesturing
013799,Idle,a person does a pizza delivery motion and knocks using his right hand,gesturing and hitting
M013799,Idle,a person does a pizza delivery motion and knocks using his left hand,gesturing and knocking
013797,Idle,a person checks time from his watch raising his wrist and left hand up,gesturing
M013797,Idle,a person checks time from his watch raising his wrist and right hand up,gesturing
013795,Idle,a person turns around to the back then to the side facing right.,turning around and gesturing
M013795,Idle,a person turns around to the back then to the side facing left.,turning around
013787,Idle,a man stands on one foot and bends the other at the knee repeatedly while holding onto something,gesturing and standing
M013787,Idle,a man stands on one foot and bends the other at the knee repeatedly while holding onto something,standing and gesturing
013783,Idle,the person is chopping onions by holding the onion on the board with his left hand and chopping with his right hand.,irrelevant
M013783,Idle,the person is chopping onions by holding the onion on the board with his right hand and chopping with his left hand.,irrelevant
013782,Idle,"the person standing raise his arm in the side in a shoulder level once and put on the side back then move his left arm touching the right shoulder and move to the front, up and down front stretch then stop.",gesturing
M013782,Idle,"the person standing raise his arm in the side in a shoulder level once and put on the side back then move his right arm touching the left shoulder and move to the front, up and down front stretch then stop.",gesturing
013772,Idle,a person turns to their right and starts walking over to an object they bend down to pick up.,walking and turning around
M013772,Idle,a person turns to their left and starts walking over to an object they bend down to pick up.,walking and turning around
013770,Idle,a figure lifts something from waist height then lifts and turns it to place it on a higher shelf or to pour it,lifting and gesturing
013767,Idle,a man jumps and spins around.,jumping and gesturing
M013767,Idle,a man jumps and spins around.,jumping and gesturing
013765,Idle,"a person moves around in a random fashion, trying to dodge something.",irrelevant
M013765,Idle,"a person moves around in a random fashion, trying to dodge something.",irrelevant
013754,Idle,a person claps their hands.,gesturing
M013754,Idle,a person claps their hands.,gesturing
013753,Idle,a person alternately uses his hands to illustrate a high-spirited drumming motion.,gesturing
M013753,Idle,a person alternately uses his hands to illustrate a high-spirited drumming motion.,gesturing
013750,Idle,"a person walks in a diagonal to their right, and then scratches their right shoulder.",walking and gesturing
M013750,Idle,"a person walks in a diagonal to their left, and then scratches their left shoulder.",walking and gesturing
013746,Idle,"a person balances on their right leg, while using their left leg to kick and move about.",balancing and kicking
M013746,Idle,"a person balances on their left leg, while using their right leg to kick and move about.",balancing and kicking
013736,Idle,walking forward while waving.,walking and gesturing
M013736,Idle,walking forward while waving.,walking and gesturing
013728,Idle,"a person with its hand raised, gets down on to its knees.",gesturing and kneeling
M013728,Idle,"a person with its hand raised, gets down on to its knees.",gesturing and kneeling
013727,Idle,"a person jumps in place with very little arm movement, and ends in a standing position.",jumping and standing
M013727,Idle,"a person jumps in place with very little arm movement, and ends in a standing position.",jumping and standing
013425,Idle,the sim appears to be jogging in place.,jogging
M013425,Idle,the sim appears to be jogging in place.,jogging
013419,Idle,this person jumps up and down on his left leg.,jumping
M013419,Idle,this person jumps up and down on his right leg.,jumping
013399,Idle,person carefully walks backwards while balancing.,walking and turning around
013397,Idle,a person doing standing crunches and squats,irrelevant
M013397,Idle,a person doing standing crunches and squats,standing and gesturing
013389,Idle,person is performing golf motion,gesturing
M013389,Idle,person is performing golf motion,gesturing
013385,Idle,person puts left hand up then puts it down.,gesturing
M013385,Idle,person puts right hand up then puts it down.,gesturing
013364,Idle,a person jogs in place using tiny steps.,jogging
M013364,Idle,a person jogs in place using tiny steps.,jogging
013363,Idle,"a person dances side to side while extending and descending their left arm first, then their right arm, followed by a turning motion with another extension of the right arm.",dancing
M013363,Idle,"a person dances side to side while extending and descending their right arm first, then their left arm, followed by a turning motion with another extension of the left arm.",dancing and gesturing
013357,Idle,a person slowly made a circle by side walking,walking in a circle
M013357,Idle,a person slowly made a circle by side walking,walking in a circle
013349,Idle,a person standing takes a small jump.,jumping
M013349,Idle,a person standing takes a small jump.,jumping
013342,Idle,a person takes two quick steps backward.,taking two quick steps backward
M013342,Idle,a person takes two quick steps backward.,stepping back
013341,Idle,a man picks something up with his leftt hand and puts it down on his left s,lifting
M013341,Idle,a man picks something up with his rightt hand and puts it down on his right s,gesturing
013338,Idle,"a person runs in place, stops, runs again, backs up, and then squats to the ground.",running and gesturing and squatting
M013338,Idle,"a person runs in place, stops, runs again, backs up, and then squats to the ground.",running and gesturing and squatting
013330,Idle,"a person picks something up with their right hand, then touches something with their left hand. they make a brushing motion to their left using the object they picked up, then put it back down to their right.",gesturing
M013330,Idle,"a person picks something up with their left hand, then touches something with their right hand. they make a brushing motion to their right using the object they picked up, then put it back down to their left.",gesturing and touching
013329,Idle,the person is turning around looking at something,turning around
M013329,Idle,the person is turning around looking at something,turning around
013325,Idle,a person removes a sponge from a bucket and then washes a car prior to returning the sponge to the bucket.,irrelevant
M013325,Idle,a person removes a sponge from a bucket and then washes a car prior to returning the sponge to the bucket.,irrelevant
013311,Idle,"a person takes something from above, walks away, walks back and puts the item on the ground.",taking and placing → walking
M013311,Idle,"a person takes something from above, walks away, walks back and puts the item on the ground.","taking items → walking
walking away → walking
walking back → walking
putting items on the ground → standing"
013298,Idle,a person walks slowly backwards,walking and turning around
M013298,Idle,a person walks slowly backwards,walking and turning around
013296,Idle,the person was walking in a counter clockwise circle.,walking and turning around
M013296,Idle,the person was walking in a counter counterclockwise circle.,walking and turning around
013294,Idle,a man picks up a phone with his left hand and talks on it.,irrelevant
M013294,Idle,a man picks up a phone with his right hand and talks on it.,irrelevant
013263,Idle,the person is standing  completely still.,standing
M013263,Idle,the person is standing  completely still.,standing
013259,Idle,person picking a jar up from off the ground and putting it on a counter,lifting and placing
M013259,Idle,person picking a jar up from off the ground and putting it on a counter,lifting and placing
013250,Idle,the person squats down and picks something up off of the ground.,squatting
M013250,Idle,the person squats down and picks something up off of the ground.,squatting and picking up
013248,Idle,a person lazily gives a high five.,gesturing
M013248,Idle,a person lazily gives a high five.,gesturing
013245,Idle,a person who is standing with his hands by his sides bends his knees and takes a short hop forward.,hoping
013239,Idle,man reaches down slightly to his left picks something up tilts it to his right and then replaces it,gesturing
M013239,Idle,man reaches down slightly to his right picks something up tilts it to his left and then replaces it,gesturing
013237,Idle,"a person walks slightly to the side, crouches slightly and pushes before walking back.",walking and gesturing
M013237,Idle,"a person walks slightly to the side, crouches slightly and pushes before walking back.",walking and gesturing
013223,Idle,"a man is jumping rope, then starts to jump with one leg.",jumping and gesturing
M013223,Idle,"a man is jumping rope, then starts to jump with one leg.",jumping and changing stance
013195,Idle,walking side to side.,walking side to side
M013195,Idle,walking side to side.,walking side to side
013184,Idle,"a person is standing still, then crosses his arms, then goes back to normal",standing and gesturing
M013184,Idle,"a person is standing still, then crosses his arms, then goes back to normal",standing and gesturing
013181,Idle,a person side steps to the right 5 times then side steps to the left 3 times.,side stepping
M013181,Idle,a person side steps to the left 5 times then side steps to the right 3 times.,side stepping
013179,Idle,person pick something up and put it on the,gesturing
M013179,Idle,person pick something up and put it on the,picking up and putting down
013160,Idle,the sim appears to walk forward bend slightly grabbing an object with their left hand.,walking and gesturing
M013160,Idle,the sim appears to walk forward bend slightly grabbing an object with their right hand.,walking and gesturing
013159,Idle,"the person took one step back, one step to the right, one step forward and one step to the left to complete a box then took one more step back and did a side step while turning in  a full arc",walking and gesturing and turning
M013159,Idle,"the person took one step back, one step to the left, one step forward and one step to the right to complete a box then took one more step back and did a side step while turning in  a full arc",walking and turning around
013157,Idle,a person walks slowly towards the right while slowly raising a hand and then walking backwards.,walking and gesturing and turning around
013156,Idle,person is facing forward waving with their right hand.,gesturing
013149,Idle,a person shoos something away with his arms.,gesturing
013148,Idle,the person is jogging in place.,jogging
013134,Idle,"a person picks something up with both hands, places it on their head and fastens it down.",gesturing
013127,Idle,a person slowly walk backwards,walking and turning around
013119,Idle,using both arms and calmly lifting and dropping from right to left.,gesturing
M013119,Idle,using both arms and calmly lifting and dropping from left to right.,gesturing
013115,Idle,this person is standing with legs crossed then steps forward with right foot.,standing and stepping forward
M013115,Idle,this person is standing with legs crossed then steps forward with left foot.,standing and stepping forward
013104,Idle,a man standing still jumps.,jumping
M013104,Idle,a man standing still jumps.,jumping
013090,Idle,person stands still for 7 seconds then takes step to the left,standing and stepping
M013090,Idle,person stands still for 7 seconds then takes step to the right,standing and stepping
013081,Idle,a person throwing a right punch,gesturing
M013081,Idle,a person throwing a left punch,gesturing
013075,Idle,"a individual is standing still, raising their fists to make a rolling motion, before raising their fist up to their shoulders, shaking them then placing their left arm at their side.",gesturing
M013075,Idle,"a individual is standing still, raising their fists to make a rolling motion, before raising their fist up to their shoulders, shaking them then placing their right arm at their side.",gesturing
013069,Idle,a person walked in left and right direction,walking in a circle
M013069,Idle,a person walked in right and left direction,walking in a circle
013060,Idle,someone is walking backwards and clockwise around a tight arcing path.,walking and turning around
M013060,Idle,someone is walking backwards and counterclockwise around a tight arcing path.,walking and turning around
013048,Idle,"person is in a boxing stand, moving to the left to the right and hopping up and down slightly.",boxing stance and hopping
M013048,Idle,"person is in a boxing stand, moving to the right to the left and hopping up and down slightly.",boxing stand and hopping
013046,Idle,the sim is standing still before extending their right arm up.,standing and gesturing
M013046,Idle,the sim is standing still before extending their left arm up.,standing
013044,Idle,arms slightly curled go to left to right.,gesturing
M013044,Idle,arms slightly curled go to right to left.,gesturing
013032,Idle,"a peraon walks forward, bows slightly, and waves with their left hand.the person then turns slightly to the left while continuing to wave and moves foward while waving.",walking and gesturing and turning around
M013032,Idle,"a peraon walks forward, bows slightly, and waves with their right hand.the person then turns slightly to the right while continuing to wave and moves foward while waving.",walking and gesturing and turning around and waving
013031,Idle,a person takes one step diagionally forward and left.,stepping diagonally
M013031,Idle,a person takes one step diagionally forward and right.,walking and gesturing
013011,Idle,the man places something on a shelf bends to pick up things and places them back on the shof in a mixing motion.,irrelevant
M013011,Idle,the man places something on a shelf bends to pick up things and places them back on the shof in a mixing motion.,mixing
013008,Idle,person steps to side then waves hands up and down fast stomach height,gesturing
M013008,Idle,person steps to side then waves hands up and down fast stomach height,gesturing
013000,Idle,a person gets pushed to their right.,pushing
M013000,Idle,a person gets pushed to their left.,pushing to the left
012994,Idle,a man steps backward slowly with arms curved at his sides.,stepping backwards and gesturing
M012994,Idle,a man steps backward slowly with arms curved at his sides.,stepping backwards and gesturing
012990,Idle,subject walks forward then turns around to walk the other direction then turns around and walks back to the initial spot and turns the his body to the right.,walking and turning around and returning and gesturing
M012990,Idle,subject walks forward then turns around to walk the other direction then turns around and walks back to the initial spot and turns the his body to the left.,walking and turning around and gesturing
012986,Idle,person walking backward in circular motion,walking and turning around
M012986,Idle,person walking backward in circular motion,walking and turning around
012985,Idle,walking backwards and then stopping.,walking and stopping
M012985,Idle,walking backwards and then stopping.,walking and stopping
012979,Idle,"with one foot in front of the other, a person hops back and forth from their right foot to their left foot several times.",hopping in place
M012979,Idle,"with one foot in front of the other, a person hops back and forth from their left foot to their right foot several times.",hopping
012969,Idle,the man turns his head to look to his right then turn and looks to his left.,turning around
M012969,Idle,the man turns his head to look to his left then turn and looks to his right.,looking sideways
012955,Idle,"a person walks forward, lifts their arm towards their head, walks backwards, lowers their arm, then lifts their arm towards their face.",walking and gesturing
M012955,Idle,"a person walks forward, lifts their arm towards their head, walks backwards, lowers their arm, then lifts their arm towards their face.",walking and gesturing and walking and turning around and standing and gesturing
012954,Idle,"a person steps forward and touches left hand to chin inquisitively, suddenly walks to the left, leans over to pick something up, then walks to the right doing a sweeping motion while leaned down.",gesturing and walking and leaning down and sweeping
M012954,Idle,"a person steps forward and touches right hand to chin inquisitively, suddenly walks to the right, leans over to pick something up, then walks to the left doing a sweeping motion while leaned down.","gesturing and walking
leaning over
sweeping motion"
012946,Idle,a person jumps up once and stops,jumping
M012946,Idle,a person jumps up once and stops,jumping
012913,Idle,a person standing up slowly steps backwards with both their left and right foot,standing and stepping back
M012913,Idle,a person standing up slowly steps backwards with both their right and left foot,standing and stepping back
012908,Idle,"someone walks in circles, with the right hand up",walking and gesturing
M012908,Idle,"someone walks in circles, with the left hand up",walking and gesturing
012906,Idle,the person is rubbing his belly in a circle.,irrelevant
M012906,Idle,the person is rubbing his belly in a circle.,irrelevant
012904,Idle,a man stretches his hands to the left picks something and tilts to the right and then places it there.,gesturing
M012904,Idle,a man stretches his hands to the right picks something and tilts to the left and then places it there.,gesturing
012901,Idle,"a person walks in a clockwise circle then walks straight ahead, doing a little run from side to side before turning back around and walking in the other direction.","walking and turning around
little running
turning around
walking in the other direction"
M012901,Idle,"a person walks in a counterclockwise circle then walks straight ahead, doing a little run from side to side before turning back around and walking in the other direction.",walking and turning around and reversing direction
012886,Idle,"a individual is standing with both arms extended before bringing them to their waste, taking a couple steps forward before bring their hands up as to grab the handle bars of a bike.",gesturing and riding
M012886,Idle,"a individual is standing with both arms extended before bringing them to their waste, taking a couple steps forward before bring their hands up as to grab the handle bars of a bike.",gesturing and riding a bike
012876,Idle,a person scratches different sides of their head with both hands.,gesturing
M012876,Idle,a person scratches different sides of their head with both hands.,gesturing
012872,Idle,"a man leans forward with both hands outstretched in front of him as if he's picking something up, moves it to his right side, then back to his starting position again.",gesturing
M012872,Idle,"a man leans forward with both hands outstretched in front of him as if he's picking something up, moves it to his left side, then back to his starting position again.",gesturing and moving
012867,Idle,a person swings arms back and forward to help jumping high several times.,gesturing and jumping
M012867,Idle,a person swings arms back and forward to help jumping high several times.,jumping and gesturing
012865,Idle,a person swings their left to the right and then their right leg to the left.,gesturing
M012865,Idle,a person swings their right to the left and then their left leg to the right.,gesturing
012848,Idle,a person is dancing and then jumps in place.,dancing and jumping
M012848,Idle,a person is dancing and then jumps in place.,dancing and jumping
012847,Idle,the person is standing still and then claps their hand,standing and gesturing
M012847,Idle,the person is standing still and then claps their hand,standing and gesturing
012842,Idle,a man stands casually with his arms to his sides than takes 4 slow steps backwards starting with his left and then stops.,standing and turning around
M012842,Idle,a man stands casually with his arms to his sides than takes 4 slow steps backwards starting with his right and then stops.,standing and turning around
012840,Idle,a person jumps up and down switching feet while swinging his arms,jumping and gesturing
M012840,Idle,a person jumps up and down switching feet while swinging his arms,jumping and gesturing
012836,Idle,"a person walks forward two steps, and the takes two steps backwards.",walking and gesturing
M012836,Idle,"a person walks forward two steps, and the takes two steps backwards.",walking and turning around
012833,Idle,the person had something in his hand turned around and said it on the ground.,gesturing and dropping
M012833,Idle,the person had something in his hand turned around and said it on the ground.,gesturing and dropping
012827,Idle,"beginning with it's right leg, a stick figure takes wide steps walking from the bottom left to the top right.",walking and turning around
M012827,Idle,"beginning with it's left leg, a stick figure takes wide steps walking from the bottom right to the top left.",walking and turning around
012825,Idle,a person is dancing in circles and then punching.,dancing and gesturing
M012825,Idle,a person is dancing in circles and then punching.,dancing and gesturing
012812,Idle,the person is taking a drink with the right hand.,irrelevant
M012812,Idle,the person is taking a drink with the left hand.,irrelevant
012806,Idle,a person squats down and jumps a couple feet forward off of 2 feet and lands on both feet one time.,jumping and landing
012800,Idle,the person is dancing galley across the floor.,dancing
012796,Idle,someone jumps straight up once.,jumping
012487,Idle,a person is pushed from the left and recovers balance.,pushing and recovering
M012487,Idle,a person is pushed from the right and recovers balance.,pushing and recovering
012486,Idle,"after standing a while, the person sidesteps to the right unsteadily.",standing and gesturing
M012486,Idle,"after standing a while, the person sidesteps to the left unsteadily.",standing and turning around
012473,Idle,a person swinging their right leg similar to kicking a ball,gesturing
M012473,Idle,a person swinging their left leg similar to kicking a ball,gesturing
012471,Idle,man brings arms uo then in a circle,gesturing and turning around
M012471,Idle,man brings arms uo then in a circle,gesturing and walking in a circle
012457,Idle,"a person jumps backwards, then jumps to the left, then to the right then back to the left.",jumping and turning around
M012457,Idle,"a person jumps backwards, then jumps to the right, then to the left then back to the right.",jumping and turning around
012451,Idle,the person took one quickstep to the right.,quickstep to the right
M012451,Idle,the person took one quickstep to the left.,quick stepping
012446,Idle,a person paces from right to left and then back to their origin.,walking and turning around
M012446,Idle,a person paces from left to right and then back to their origin.,walking and turning around
012443,Idle,"the is standing, appears to be holding an object, throws the object then takes a slight step forward.",standing and gesturing
M012443,Idle,"the is standing, appears to be holding an object, throws the object then takes a slight step forward.",holding and stepping forward
012432,Idle,the man is in a accident,falling
M012432,Idle,the man is in a accident,falling
