File ID,Category,Original Description,Subcategory
M014167,Crossing,he casually walk which a vivid arm swing.,walking and gesturing
014156,Crossing,the man walks forward swinging his arms turns and walks back.,walking and gesturing and turning around
M014156,Crossing,the man walks forward swinging his arms turns and walks back.,walking and gesturing and turning around
014139,Crossing,"a person walks with a slightly angled direction, and smooth hip motion.",walking
M014139,Crossing,"a person walks with a slightly angled direction, and smooth hip motion.",walking in a circle
014091,Crossing,the sim walks across the plane in a loop fashion before stopping near the end of the space.,walking and turning around
M014091,Crossing,the sim walks across the plane in a loop fashion before stopping near the end of the space.,walking and turning around
014087,Crossing,a person walks forward while lifting their hands awkwardly.,walking and gesturing
M014087,Crossing,a person walks forward while lifting their hands awkwardly.,walking and gesturing
014076,Crossing,the person is walking forward very fast.,walking and fast
M014076,Crossing,the person is walking forward very fast.,walking
014067,Crossing,the person is walking with support.,walking with support
M014067,Crossing,the person is walking with support.,walking with support
014066,Crossing,a person runs very fast in a diagonal direction.,running and gesturing
M014066,Crossing,a person runs very fast in a diagonal direction.,running and gesturing
014064,Crossing,dancing while walking forward.,walking and gesturing
M014064,Crossing,dancing while walking forward.,walking and gesturing
014063,Crossing,a person is walking forward while swinging their arms,walking and gesturing
M014063,Crossing,a person is walking forward while swinging their arms,walking and gesturing
014054,Crossing,"person takes longer steps, walking forward confidently.",walking in a circle
M014054,Crossing,"person takes longer steps, walking forward confidently.",walking and gesturing
014044,Crossing,a man staggers in a confused direction.,falling
014031,Crossing,a person walks towards his left.,walking in a circle
M014031,Crossing,a person walks towards his right.,walking
014018,Crossing,a person walks forward swinging its arms.,walking and gesturing
M014018,Crossing,a person walks forward swinging its arms.,walking and gesturing
014006,Crossing,"as a person walks forward, a squiggly line forms in between the legs on the floor.",walking and gesturing
M014006,Crossing,"as a person walks forward, a squiggly line forms in between the legs on the floor.",walking and gesturing
014000,Crossing,a person walking strait with its legs in front of the other like a feminine walk and arms on its side swinging to it's movement,walking and gesturing
M014000,Crossing,a person walking strait with its legs in front of the other like a feminine walk and arms on its side swinging to it's movement,walking and gesturing
013981,Crossing,"a person walks forward, slowly.",walking
M013981,Crossing,"a person walks forward, slowly.",walking and turning around
013970,Crossing,the man walk and turn like a haf sercle and stops.,walking and turning around
M013970,Crossing,the man walk and turn like a haf sercle and stops.,walking and turning around
013967,Crossing,a person slowly walked forward and stopped,walking and stopping
013956,Crossing,"a person takes a few steps with his arms held at his sides and limping slightly, before ending in a standing position.",limping and standing
M013956,Crossing,"a person takes a few steps with his arms held at his sides and limping slightly, before ending in a standing position.",limping and standing
013945,Crossing,"the person walks in a straight line at a angle to their right, then turns around and jogs back to the start.",walking and turning around and jogging back
M013945,Crossing,"the person walks in a straight line at a angle to their left, then turns around and jogs back to the start.",walking and turning around and jogging back
013943,Crossing,a person is walking while using a hand rail.,walking with assistance
M013943,Crossing,a person is walking while using a hand rail.,walking and gesturing
013936,Crossing,"a man walks quickly forward a few steps, then stops in a standing position.",walking and stopping
M013936,Crossing,"a man walks quickly forward a few steps, then stops in a standing position.",walking and stopping
013932,Crossing,"a person is walking straight, using their left hand to grab something for support.",walking and gesturing
M013932,Crossing,"a person is walking straight, using their right hand to grab something for support.",walking and gesturing
013925,Crossing,person walking on unstable structure trying to maintain balance,walking and gesturing
M013925,Crossing,person walking on unstable structure trying to maintain balance,walking and gesturing
013910,Crossing,a person is walking and gets pushed to the right,walking and gesturing
M013910,Crossing,a person is walking and gets pushed to the left,walking and gesturing
013909,Crossing,a person walks straight ahead.,walking
M013909,Crossing,a person walks straight ahead.,walking ahead
013898,Crossing,a person walks forward and to the left.,walking and turning around
M013898,Crossing,a person walks forward and to the right.,walking and turning around
013885,Crossing,a person slowly walks forward while veering to their left.,walking and turning around
M013885,Crossing,a person slowly walks forward while veering to their right.,walking and turning around
013878,Crossing,"a person walks forward in a diagonal line, turns around and jogs forward towards the starting position",walking and turning around and jogging
M013878,Crossing,"a person walks forward in a diagonal line, turns around and jogs forward towards the starting position",walking and turning around and jogging
013875,Crossing,"a person casually walks forward and to the side, before stopping.",walking and turning around
M013875,Crossing,"a person casually walks forward and to the side, before stopping.",walking and turning around
013871,Crossing,the person is walking back-and-forth in an s shape.,walking and turning around
M013871,Crossing,the person is walking back-and-forth in an s shape.,walking and turning around
013865,Crossing,a figure walks forward confidently,walking
M013865,Crossing,a figure walks forward confidently,walking
013852,Crossing,"a man walks forward, pauses briefly and then walks backward.",walking and turning around
M013852,Crossing,"a man walks forward, pauses briefly and then walks backward.",walking and turning around
013845,Crossing,a person walks forward at a moderate pace.,walking
M013845,Crossing,a person walks forward at a moderate pace.,walking
013833,Crossing,the person crouches and walks forward.,crouching and walking forward
M013833,Crossing,the person crouches and walks forward.,crouching and walking forward
013823,Crossing,a person walks in a curve to their left.,walking and turning around
M013823,Crossing,a person walks in a curve to their right.,walking and turning around
013821,Crossing,"a person walks in a circular path and waves once with their right hand, takes a few steps and then waves with their left hand and continues walking.",walking and gesturing
M013821,Crossing,"a person walks in a circular path and waves once with their left hand, takes a few steps and then waves with their right hand and continues walking.",walking and gesturing
013809,Crossing,"the person is walking in a forward motion while their right and left arms are swinging in alternating direction, one goes forward while the other goes backwards.",walking and gesturing
M013809,Crossing,"the person is walking in a forward motion while their left and right arms are swinging in alternating direction, one goes forward while the other goes backwards.",walking and gesturing
013798,Crossing,a person is walkinf slow in a straight line,walking in a circle
M013798,Crossing,a person is walkinf slow in a straight line,walking in a straight line
013793,Crossing,a person walks forward slowly.,walking
M013793,Crossing,a person walks forward slowly.,walking
013790,Crossing,person walks forward very slowly,walking and turning around
M013790,Crossing,person walks forward very slowly,walking and turning around
013758,Crossing,a person slowly walks from side to side going forward.,walking in a circle
M013758,Crossing,a person slowly walks from side to side going forward.,walking in a circle
013755,Crossing,a person is marching forward.,marching
M013755,Crossing,a person is marching forward.,marching
013417,Crossing,a person starts walking then starts leaping clockwise,walking and jumping and turning around
M013417,Crossing,a person starts walking then starts leaping counterclockwise,walking and gesturing
013405,Crossing,figure runs in place crouches and walks in crouch.,running and gesturing
M013405,Crossing,figure runs in place crouches and walks in crouch.,running and gesturing
013390,Crossing,a person is walking across an area at a steady but somewhat slow pace; they take about 5 steps and have minimal arm movement.,walking
M013390,Crossing,a person is walking across an area at a steady but somewhat slow pace; they take about 5 steps and have minimal arm movement.,walking
013382,Crossing,he turns left then stops,turning around and stopping
M013382,Crossing,he turns right then stops,turning around and stopping
013378,Crossing,a man runs in almost a zig zag looking pattern,running and gesturing
M013378,Crossing,a man runs in almost a zig zag looking pattern,running and gesturing
013376,Crossing,"a person begins walking with their left foot, takes a couple of steps, turns towards the left and takes a couple more steps and stands still.",walking and turning around
M013376,Crossing,"a person begins walking with their right foot, takes a couple of steps, turns towards the right and takes a couple more steps and stands still.",walking and turning around
013352,Crossing,a person slowly walked forward in right direction,walking
M013352,Crossing,a person slowly walked forward in left direction,walking in a circle
013347,Crossing,a person slowly walks forward.,walking
M013347,Crossing,a person slowly walks forward.,walking
013336,Crossing,"a person who is standing with his hands by his sides takes six steps forward, than angles to his right as he continues walking.",standing and turning around
M013336,Crossing,"a person who is standing with his hands by his sides takes six steps forward, than angles to his left as he continues walking.",walking and turning around
013327,Crossing,man walk forward reaches arm out like he's pulling on a door turn around then walk back and turn around again to walk back forward.,walking and turning around
M013327,Crossing,man walk forward reaches arm out like he's pulling on a door turn around then walk back and turn around again to walk back forward.,"walking and turning around
jumping and walking in a circle"
013324,Crossing,"a person takes a few small, short, leisurely steps forward.",walking
M013324,Crossing,"a person takes a few small, short, leisurely steps forward.",walking
013323,Crossing,a figure walks forward slowly.,walking
M013323,Crossing,a figure walks forward slowly.,walking
013319,Crossing,a person walks forward without moving his arms.,walking
M013319,Crossing,a person walks forward without moving his arms.,walking
013313,Crossing,a person walks to the left in a u shaped curve then returns.,walking and turning around
M013313,Crossing,a person walks to the right in a u shaped curve then returns.,walking and turning around
013309,Crossing,a person is walking forward slowly holding onto something,walking and gesturing
M013309,Crossing,a person is walking forward slowly holding onto something,walking and holding onto something
013273,Crossing,"person balances on left foot, winds up their arm like a throw, then simply walks forward on two feet.",gesturing and walking
013270,Crossing,a person is walking forward and slightly to the left.,walking and turning around
M013270,Crossing,a person is walking forward and slightly to the right.,walking and turning around
013260,Crossing,"a person walks forward carefully, placing one foot in front of the other in a line, almost loses his balance, but recovers and keeps walking.",walking and gesturing
M013260,Crossing,"a person walks forward carefully, placing one foot in front of the other in a line, almost loses his balance, but recovers and keeps walking.",walking and gesturing
013254,Crossing,man slowly walks turning right and widening the circle,walking and turning around
M013254,Crossing,man slowly walks turning left and widening the circle,walking and turning around
013249,Crossing,person was walking and hit his head.,falling
M013249,Crossing,person was walking and hit his head.,falling
013230,Crossing,a figure walks forward and to the left,walking and turning around
M013230,Crossing,a figure walks forward and to the right,walking and turning around
013215,Crossing,a person is walking slow while using a handrail.,walking and gesturing
M013215,Crossing,a person is walking slow while using a handrail.,walking and gesturing
013208,Crossing,ther person walks forward and leans down to pick something up.,walking and gesturing
M013208,Crossing,ther person walks forward and leans down to pick something up.,walking and gesturing
013207,Crossing,"a person sprinting ahead, and then slowing down.",running and slowing down
M013207,Crossing,"a person sprinting ahead, and then slowing down.",sprinting and slowing down
013198,Crossing,a person dances extremely erratically,dancing
M013198,Crossing,a person dances extremely erratically,dancing
013193,Crossing,a man steadies himself while walking forward.,stepping smoothly
M013193,Crossing,a man steadies himself while walking forward.,stepping properly
013190,Crossing,a person beginning to run in a straight line.,running
M013190,Crossing,a person beginning to run in a straight line.,running
013180,Crossing,a person running in a line,running in a line
M013180,Crossing,a person running in a line,running in a line
013165,Crossing,a person is walking in a zig zag movement from left to right,walking and gesturing
M013165,Crossing,a person is walking in a zig zag movement from right to left,walking and gesturing
013163,Crossing,"a man walks forwards, curving to the left.",walking and turning around
M013163,Crossing,"a man walks forwards, curving to the right.",walking and turning around
013162,Crossing,the person is dragging his bad leg while walking.,dragging and walking
M013162,Crossing,the person is dragging his bad leg while walking.,dragging and walking
013152,Crossing,the figure walks forward and picks something up with their right hand before turning around and walking forwards.,walking and turning around
013151,Crossing,walking in a zig zag pattern.,walking in a zig zag pattern
013143,Crossing,"person walks forwards before turning left, walking in a half circle, before turning right and walking in another semi circle, before turning back forwards.",walking and turning around and gesturing
013136,Crossing,a person walking and then taking a right turn,walking and turning around
013135,Crossing,a person is standing still before walking diagonally.,standing and walking
013130,Crossing,a person runs forward with one leg crossing in front of the other repetitively before coming to a stop.,running and gesturing
013120,Crossing,the person is running crazily down the hill.,running and gesturing
M013120,Crossing,the person is running crazily down the hill.,running
013108,Crossing,"a person walks forwards, leaning on something with their right hand.",walking and gesturing
M013108,Crossing,"a person walks forwards, leaning on something with their left hand.",walking and gesturing
013103,Crossing,person is walking very slowly.,walking
M013103,Crossing,person is walking very slowly.,walking
013102,Crossing,the person walks and then started running.,walking and running
M013102,Crossing,the person walks and then started running.,walking and running
013100,Crossing,"a person slides to their left, dances for a bit, and then does a michael jackson move.",dancing
M013100,Crossing,"a person slides to their right, dances for a bit, and then does a michael jackson move.","sliding, dancing, gesturing"
013099,Crossing,walking forward while jumping.,walking and jumping
M013099,Crossing,walking forward while jumping.,walking and jumping
013097,Crossing,"a person walks around in an ""s"" formation.",walking and turning around
M013097,Crossing,"a person walks around in an ""s"" formation.",walking and turning around
013096,Crossing,the person is running forward.,running
M013096,Crossing,the person is running forward.,running
013094,Crossing,a person walking forward while pausing periodically.,walking and gesturing
M013094,Crossing,a person walking forward while pausing periodically.,walking and turning around
013080,Crossing,"a man walks forwards in a straight line at a medium pace, whilst gently swinging his arms.",walking and gesturing
M013080,Crossing,"a man walks forwards in a straight line at a medium pace, whilst gently swinging his arms.",walking and gesturing
013068,Crossing,the person is walking but struggling with the knee,walking and struggling
M013068,Crossing,the person is walking but struggling with the knee,walking and struggling with the knee
013051,Crossing,the person is walking around and then trips over something,walking and falling
M013051,Crossing,the person is walking around and then trips over something,falling
013037,Crossing,the person is running diagonally forward.,running diagonal
M013037,Crossing,the person is running diagonally forward.,running
013033,Crossing,a person slowly walked forward,walking
M013033,Crossing,a person slowly walked forward,walking
013023,Crossing,person moves i a anticlockwise direction in a circle by sprinting,running and turning around
M013023,Crossing,person moves i a clockwise direction in a circle by sprinting,sprinting and turning around
013009,Crossing,the person is walking forward.,walking
M013009,Crossing,the person is walking forward.,walking
012978,Crossing,a person steps down some stairs.,stepping down
M012978,Crossing,a person steps down some stairs.,stepping down
012977,Crossing,a person walks forward slowly.,walking
M012977,Crossing,a person walks forward slowly.,walking
012970,Crossing,the person is walking holding onto the table.,walking and gesturing
M012970,Crossing,the person is walking holding onto the table.,walking and gesturing
012963,Crossing,a person walks backwards in a counterclockwise curve.,walking and turning around
M012963,Crossing,a person walks backwards in a clockwise curve.,walking and turning around
012959,Crossing,a man walks forward slowly and clumsily,walking and clumsily
M012959,Crossing,a man walks forward slowly and clumsily,walking and clumsily
012949,Crossing,a person is using objects/furniture to help them walk in a straight line,walking in a circle
M012949,Crossing,a person is using objects/furniture to help them walk in a straight line,walking in a circle
012947,Crossing,a fighter practices his kickboxing moves,irrelevant
M012947,Crossing,a fighter practices his kickboxing moves,irrelevant
012940,Crossing,"a person is limping with their left foot and holding their left side, then stops, turns to their right, and sprints diagonally back across the same area.","limping and holding → walking
then stops → standing
turns to their right → turning around
and sprints diagonally → sprinting
back across the same area → walking in a circle"
M012940,Crossing,"a person is limping with their right foot and holding their right side, then stops, turns to their left, and sprints diagonally back across the same area.","limping and holding → walking
then stops → standing
turns to their left → turning around
sprints diagonally back → running"
012930,Crossing,a person with their hand pointing towards the ground is walking slowly across an area; their arms are only moving slightly almost as if just hanging there.,gesturing and walking
M012930,Crossing,a person with their hand pointing towards the ground is walking slowly across an area; their arms are only moving slightly almost as if just hanging there.,gesturing and walking
012914,Crossing,a person walking in a straight line at a steady pace.,walking in a straight line
M012914,Crossing,a person walking in a straight line at a steady pace.,walking in a straight line
012888,Crossing,walking forward while limping.,walking and limping
M012888,Crossing,walking forward while limping.,walking and limping
012864,Crossing,"a man walks towards the left with hands at his side slightly bent, then he turns around to walk in the opposite direction.",walking and turning around
M012864,Crossing,"a man walks towards the right with hands at his side slightly bent, then he turns around to walk in the opposite direction.",walking and turning around
012858,Crossing,a person walks while bending to the right,walking and gesturing
M012858,Crossing,a person walks while bending to the left,walking and gesturing
012838,Crossing,the person is running crazily to the left.,running and gesturing
M012838,Crossing,the person is running crazily to the right.,running and gesturing
012835,Crossing,a person takes seven steps forward while swinging their arms in a walking motion,walking and gesturing
M012835,Crossing,a person takes seven steps forward while swinging their arms in a walking motion,walking and gesturing
012832,Crossing,a person walks in a circle to the right.,walking and turning around
M012832,Crossing,a person walks in a circle to the left.,walking and turning around
012822,Crossing,a person is walking forward and then turns to the left to turn around.,walking and turning around
M012822,Crossing,a person is walking forward and then turns to the right to turn around.,walking and turning around
012488,Crossing,walking backwards very quickly.,walking and gesturing
M012488,Crossing,walking backwards very quickly.,walking and gesturing
012466,Crossing,per son walking in a fashionable way using a rail as a guide,walking and gesturing
M012466,Crossing,per son walking in a fashionable way using a rail as a guide,walking in a circle
012453,Crossing,"walks forward, steps over something, then continues walking forward.",walking and gesturing
M012453,Crossing,"walks forward, steps over something, then continues walking forward.",walking and gesturing
012434,Crossing,a person is walking randomly,walking and turning around
M012434,Crossing,a person is walking randomly,walking and turning around
012427,Crossing,a man takes slow dramatic steps down a ramp.,walking and gesturing
M012427,Crossing,a man takes slow dramatic steps down a ramp.,walking and gesturing
012380,Crossing,a person walks in a figure eight pattern and stops before finishing.,walking and turning around
M012380,Crossing,a person walks in a figure eight pattern and stops before finishing.,walking and turning around
012379,Crossing,the person is walking leaning to the side.,walking and gesturing
M012379,Crossing,the person is walking leaning to the side.,walking and gesturing
012372,Crossing,"someone is walking forward and is pushed backwards, then they recover and continue walking forward.",walking and turning around
M012372,Crossing,"someone is walking forward and is pushed backwards, then they recover and continue walking forward.",walking and turning around
012370,Crossing,the person was running and turned right.,running and turning around
M012370,Crossing,the person was running and turned left.,running and turning around
012363,Crossing,a person walks slowly forward while holding on to handrails.,walking and gesturing
M012363,Crossing,a person walks slowly forward while holding on to handrails.,walking and gesturing
012340,Crossing,"a person walks forward, takes large step with right leg then slowly walks back to the left.",walking and turning around
M012340,Crossing,"a person walks forward, takes large step with left leg then slowly walks back to the right.",walking and turning around
012336,Crossing,"a person steps wide to their right, to their left, to their right, to their left, and then continues walking normally.",walking and turning around
M012336,Crossing,"a person steps wide to their left, to their right, to their left, to their right, and then continues walking normally.",walking and turning around
012329,Crossing,"a person walks forward with a side to side motion, and not walking in a straight line.",walking and gesturing
M012329,Crossing,"a person walks forward with a side to side motion, and not walking in a straight line.",walking and turning around
012325,Crossing,a person who is standing with his hands by his sides takes six deliberate steps forward and stops.,standing and walking
M012325,Crossing,a person who is standing with his hands by his sides takes six deliberate steps forward and stops.,standing
012313,Crossing,the figure is walking straight with their hands to their sides.,walking
M012313,Crossing,the figure is walking straight with their hands to their sides.,walking
012307,Crossing,a person walk forward with a natural gait.,walking
M012307,Crossing,a person walk forward with a natural gait.,walking
012299,Crossing,a person walking around in a room,walking in a circle
M012299,Crossing,a person walking around in a room,walking in a circle
012296,Crossing,a man walks forward with their right hand on the railing and their left hand at their side.,walking and gesturing
M012296,Crossing,a man walks forward with their left hand on the railing and their right hand at their side.,walking and gesturing
012284,Crossing,a person spins quickly and takes off running.,running and spinning
M012284,Crossing,a person spins quickly and takes off running.,spinning and running
012273,Crossing,person runs fast in forward direction,running
012272,Crossing,a person slowly walked forward and stopped,walking and stopping
012271,Crossing,a person walking down in a straight line,walking down in a straight line
012254,Crossing,"a person who is standing with his hands by his sides takes two steps forward, one step over an object and then two more steps.",standing and walking
012232,Crossing,a person walks quickly in a very feminine way.,walking and gesturing
M012232,Crossing,a person walks quickly in a very feminine way.,walking and gesturing
012219,Crossing,"person runs in place, stops, then runs in place again. he crouches down and creeps forward starting with his left foot.",running and gesturing
M012219,Crossing,"person runs in place, stops, then runs in place again. he crouches down and creeps forward starting with his right foot.",running and gesturing
012215,Crossing,the person is walking slowly like a monster.,walking and gesturing
M012215,Crossing,the person is walking slowly like a monster.,walking
012210,Crossing,a person is walking around in a squiggly line.,walking and turning around
M012210,Crossing,a person is walking around in a squiggly line.,walking and turning around
012197,Crossing,walking forward then to the side.,walking and turning around
M012197,Crossing,walking forward then to the side.,walking and turning around
012194,Crossing,"a man begins walking, stumbles, and almost loses his balance before continuing on.",walking and falling
M012194,Crossing,"a man begins walking, stumbles, and almost loses his balance before continuing on.",stumbling and continuing to walk
012174,Crossing,a person walks forward at a regular pace.,walking
M012174,Crossing,a person walks forward at a regular pace.,walking
012163,Crossing,a person walks in a zig zag motion then comes to a halt,walking and turning around
M012163,Crossing,a person walks in a zig zag motion then comes to a halt,walking and turning around
012162,Crossing,a man walks in a curved line with his hands at his sides.,walking and gesturing
M012162,Crossing,a man walks in a curved line with his hands at his sides.,walking and gesturing
012144,Crossing,a person walks from one end to the other while swiftly leans sideways.,walking and gesturing
M012144,Crossing,a person walks from one end to the other while swiftly leans sideways.,walking and gesturing
012133,Crossing,the person is walking around making turns.,walking and turning around
M012133,Crossing,the person is walking around making turns.,walking and turning around
012107,Crossing,a person is walking and balancing on something moving forward.,walking and gesturing
M012107,Crossing,a person is walking and balancing on something moving forward.,walking and gesturing
012101,Crossing,the person is sad and moping.,irrelevant
M012101,Crossing,the person is sad and moping.,irrelevant
012093,Crossing,"the figure is walking forward, slightly off center.",walking and slightly off center
M012093,Crossing,"the figure is walking forward, slightly off center.",walking and slight imbalance
012092,Crossing,a person takes very wide steps while walking forward as if they were avoiding something on the floor.,walking and gesturing
M012092,Crossing,a person takes very wide steps while walking forward as if they were avoiding something on the floor.,walking and gesturing
012069,Crossing,a person walking slowly forward,walking
M012069,Crossing,a person walking slowly forward,walking
012061,Crossing,this person walks very slowly forward.,walking
M012061,Crossing,this person walks very slowly forward.,walking
012051,Crossing,person walked and then started running.,walking and running
M012051,Crossing,person walked and then started running.,running and walking
012042,Crossing,a person walks forward leisurely,walking and turning around
M012042,Crossing,a person walks forward leisurely,walking and turning around
012041,Crossing,a person is jogging forward at a steady pace.,jogging
M012041,Crossing,a person is jogging forward at a steady pace.,jogging
012036,Crossing,dancing forward and with moving of hands and legs.,dancing and gesturing
M012036,Crossing,dancing forward and with moving of hands and legs.,dancing
012035,Crossing,person catwalks while swaying hips from side to side.,swinging
M012035,Crossing,person catwalks while swaying hips from side to side.,swaying
012022,Crossing,a man is walking and jumping.,walking and jumping
M012022,Crossing,a man is walking and jumping.,walking and gesturing
012015,Crossing,a person sways to the side and stumbles forward.,falling
M012015,Crossing,a person sways to the side and stumbles forward.,falling
012008,Crossing,a person walks forward at a moderate pace.,walking
M012008,Crossing,a person walks forward at a moderate pace.,walking
011991,Crossing,a person appears to be pushing against a wall.,pushing
M011991,Crossing,a person appears to be pushing against a wall.,pushing against
011986,Crossing,the man is walking slowly,walking
M011986,Crossing,the man is walking slowly,walking
011975,Crossing,the person leaned to the right and the walk forward to the left.,walking and turning around
M011975,Crossing,the person leaned to the left and the walk forward to the right.,walking and turning around
011974,Crossing,figure does knockout turn around on heel,knocking out
011967,Crossing,"a person walks straight forward, before stopping.",walking and stopping
M011967,Crossing,"a person walks straight forward, before stopping.",walking
011945,Crossing,a person raises both hands above their head and swats at something.,gesturing
M011945,Crossing,a person raises both hands above their head and swats at something.,gesturing
011924,Crossing,walks in an s formation a few times.,walking and turning around
M011924,Crossing,walks in an s formation a few times.,walking and turning around
011917,Crossing,walking forward and then tripping.,falling
M011917,Crossing,walking forward and then tripping.,falling
011911,Crossing,"a person jumps up and down waving their arms around, in a circle.",jumping and gesturing
M011911,Crossing,"a person jumps up and down waving their arms around, in a circle.",jumping and gesturing
011906,Crossing,"a person walks forward and to the side, before stopping.",walking and turning around
M011906,Crossing,"a person walks forward and to the side, before stopping.",walking and turning around
011903,Crossing,a person is walking in an erratic pattern.,walking and turning around
011885,Crossing,a person is walking forward fast.,walking fast
011882,Crossing,person walks forward as they veer left,walking and turning around
011881,Crossing,"a person walks sideways to their right, then forward, turns around and walks forward, then turns around.",walking and turning around
011866,Crossing,a man slowly walks forward,walking
011865,Crossing,a person walks while holding a hand rail,walking and gesturing
011857,Crossing,a person who seems to be imitating a chicken,irrelevant
011519,Crossing,a person is marching forward then stops and turns around,marching and turning around
M011519,Crossing,a person is marching forward then stops and turns around,marching and turning around
011518,Crossing,a person cautiously walks toward a slippery spot on the ground and then carefully steps across it.,walking and cautioning
M011518,Crossing,a person cautiously walks toward a slippery spot on the ground and then carefully steps across it.,walking and gesturing
011497,Crossing,person is walking casually and silly,walking and gesturing
M011497,Crossing,person is walking casually and silly,walking and gesturing
011495,Crossing,a man takes a big jump forward.,jumping
M011495,Crossing,a man takes a big jump forward.,jumping
011491,Crossing,a person is running rapidly.,running
M011491,Crossing,a person is running rapidly.,running
011488,Crossing,the person is walking forward with their arms at their side.,walking
M011488,Crossing,the person is walking forward with their arms at their side.,walking
011473,Crossing,"a person walks forward swinging their shoulders, turns around, bends at the knees and then walks back",walking and turning around and walking back
M011473,Crossing,"a person walks forward swinging their shoulders, turns around, bends at the knees and then walks back",walking and gesturing and turning around and bending
011452,Crossing,a man walks forward and then trips towards the left.,falling and walking
M011452,Crossing,a man walks forward and then trips towards the right.,falling
011451,Crossing,a person carefully walks towards the camera while avoiding things with their feet and holding on to something with their left hand.,walking and gesturing
M011451,Crossing,a person carefully walks towards the camera while avoiding things with their feet and holding on to something with their right hand.,walking and gesturing
011443,Crossing,a person walks straight then turns to the right.,walking and turning around
M011443,Crossing,a person walks straight then turns to the left.,walking and turning around
011441,Crossing,a person walks forward in a cool manner and does a spin.,walking and gesturing and spinning
M011441,Crossing,a person walks forward in a cool manner and does a spin.,walking and gesturing
011440,Crossing,a person turns to the right whilst walking and then stops,walking and turning around
M011440,Crossing,a person turns to the left whilst walking and then stops,walking and turning around
011437,Crossing,a person walking and then recovering from a push to the right,walking and gesturing
M011437,Crossing,a person walking and then recovering from a push to the left,walking and gesturing
011433,Crossing,a person quickly walks forward.,walking forward
M011433,Crossing,a person quickly walks forward.,walking forward
011423,Crossing,walking forward in a slow motion.,walking in a slow motion
M011423,Crossing,walking forward in a slow motion.,walking
011392,Crossing,the person steps over something then turns around.,stepping and turning around
M011392,Crossing,the person steps over something then turns around.,stepping and turning around
011373,Crossing,a person walks slowly on a balance beam while grasping the handrails.,walking and gesturing
011370,Crossing,a person walks two steps straight forward and then walks in a slight curve to their right.,walking and turning around
011367,Crossing,someone is trying to walk in a straight line,walking in a circle
011342,Crossing,person moves forward six steps then stops,walking in a circle
M011342,Crossing,person moves forward six steps then stops,walking
011339,Crossing,a person who is standing with his hands at his sides quickly runs forward and stops.,running and stopping
M011339,Crossing,a person who is standing with his hands at his sides quickly runs forward and stops.,running and stopping
011336,Crossing,figure appears to be walking slow,walking
M011336,Crossing,figure appears to be walking slow,walking slow
011332,Crossing,walking diagonally to the left,walking and turning around
M011332,Crossing,walking diagonally to the right,walking in a diagonal direction to the right
011330,Crossing,"a person walks towards the screen starting at the top left and then across the screen towards the bottom right, making an l.",walking and turning around
M011330,Crossing,"a person walks towards the screen starting at the top right and then across the screen towards the bottom left, making an l.",walking and turning around
011329,Crossing,the guy was walking forward like a sexy lady.,walking and gesturing
M011329,Crossing,the guy was walking forward like a sexy lady.,walking and gesturing
011323,Crossing,a person walks forward and stops.,walking and stopping
M011323,Crossing,a person walks forward and stops.,walking and stopping
011311,Crossing,a person is walking and then falls to the right but recovers,walking and falling (recovering)
M011311,Crossing,a person is walking and then falls to the left but recovers,walking and falling
011307,Crossing,"person walks forward, stumbles back, and continues forward",walking and falling
M011307,Crossing,"person walks forward, stumbles back, and continues forward",walking and falling
011291,Crossing,a person walks in a counter-clockwise circle and then continues walking backwards.,"walking and turning around
walking backwards"
M011291,Crossing,a person walks in a clockwise circle and then continues walking backwards.,"walking and turning around
walking backwards"
011287,Crossing,a person turns while walking backwards.,walking and turning around
M011287,Crossing,a person turns while walking backwards.,walking and turning around
011265,Crossing,he starts walking very slowly,walking
M011265,Crossing,he starts walking very slowly,walking
011264,Crossing,a person takes four steps forward then jumps straight up.,jumping
M011264,Crossing,a person takes four steps forward then jumps straight up.,jumping and jumping
011249,Crossing,the person is walking holding  his arms.,walking and gesturing
M011249,Crossing,the person is walking holding  his arms.,walking
011247,Crossing,a person wobbles while walking very narrowly.,wobbling while walking
M011247,Crossing,a person wobbles while walking very narrowly.,walking and gesturing
011233,Crossing,a person who has his hands by his sides takes four very deliberate steps forward.,walking
M011233,Crossing,a person who has his hands by his sides takes four very deliberate steps forward.,walking in a circle
011224,Crossing,running forward and stopping.,running and stopping
M011224,Crossing,running forward and stopping.,running and stopping
011218,Crossing,person is walking forward in an unstable manner,walking and gesturing
M011218,Crossing,person is walking forward in an unstable manner,walking and gesturing
011217,Crossing,a figure side leaps to the left then takes of jogging in that direction,side leaping and jogging
M011217,Crossing,a figure side leaps to the right then takes of jogging in that direction,side leaping and jogging
011211,Crossing,the man is using his arms and legs to propel him self forward in a running fashion.,running and gesturing
M011211,Crossing,the man is using his arms and legs to propel him self forward in a running fashion.,running
011210,Crossing,person is walking wobbling forward.,walking and wobbling
M011210,Crossing,person is walking wobbling forward.,walking and wobbling
011206,Crossing,your son was playing football and stopped.,standing
M011206,Crossing,your son was playing football and stopped.,standing
011199,Crossing,a persons begins to run forward slightly to their right,running and gesturing
M011199,Crossing,a persons begins to run forward slightly to their left,running and gesturing
011189,Crossing,a person walking down and taking a left turn,walking and turning around
M011189,Crossing,a person walking down and taking a right turn,walking and turning around
011179,Crossing,feeling well continuing by moving in a joyous mood.,irrelevant
